"Harris_1788A.rtf" "Harris_1793.rtf" "placeholder"
"cross^d" 0.00398469875677399 0 0
"crotchet" 0.00398469875677399 0 0
"crown-" 0.00398469875677399 0 0
"crown^d" 0.00398469875677399 0 0
"crowns" 0.00398469875677399 0 0
"cry^d" 0.00398469875677399 0 0
"crying" 0 0.00617703378837482 0
"ctor" 0 0.00617703378837482 0
"cuckow" 0.00398469875677399 0 0
"culls" 0.00398469875677399 0 0
"cumstance" 0.00398469875677399 0 0
"cunning" 0 0.00617703378837482 0
"cupid^s" 0.00398469875677399 0 0
"cups" 0.00398469875677399 0 0
"cures" 0.00398469875677399 0 0
"curling" 0.00398469875677399 0 0
"curricle" 0 0.00617703378837482 0
"curs^d" 0.00398469875677399 0 0
"cursitor-street" 0 0.00617703378837482 0
"curst" 0.00398469875677399 0 0
"curve" 0 0.00617703378837482 0
"cus-" 0.00398469875677399 0 0
"customed" 0.00398469875677399 0 0
"customer" 0 0.00617703378837482 0
"customs" 0.00398469875677399 0 0
"cuting" 0.00398469875677399 0 0
"cuts" 0.00398469875677399 0 0
"cutting" 0 0.00617703378837482 0
"cy-" 0.00398469875677399 0 0
"cytherean" 0.00398469875677399 0 0
"da" 0.00398469875677399 0 0
"daily" 0 0.00617703378837482 0
"dairy" 0 0.00617703378837482 0
"dames" 0.00398469875677399 0 0
"damon" 0.00398469875677399 0 0
"damped" 0 0.00617703378837482 0
"damsel" 0.00398469875677399 0 0
"danced" 0.00398469875677399 0 0
"dancer" 0.00398469875677399 0 0
"dandled" 0.00398469875677399 0 0
"dando" 0.00398469875677399 0 0
"darkest" 0.00398469875677399 0 0
"darkly" 0.00398469875677399 0 0
"darting" 0.00398469875677399 0 0
"date" 0.00398469875677399 0 0
"daub" 0 0.00617703378837482 0
"daugh-" 0.00398469875677399 0 0
"daughter^s" 0.00398469875677399 0 0
"dav" 0 0.00617703378837482 0
"dazzled" 0.00398469875677399 0 0
"dealed" 0.00398469875677399 0 0
"dealt" 0.00398469875677399 0 0
"debauchery" 0 0.00617703378837482 0
"debts" 0 0.00617703378837482 0
"decay" 0 0.00617703378837482 0
"decays" 0.00398469875677399 0 0
"deceased" 0.00398469875677399 0 0
"deceit" 0.00398469875677399 0 0
"deceived" 0 0.00617703378837482 0
"declare" 0 0.00617703378837482 0
"declined" 0 0.00617703378837482 0
"deed" 0.00398469875677399 0 0
"deemed" 0 0.00617703378837482 0
"deface" 0.00398469875677399 0 0
"defeat" 0.00398469875677399 0 0
"defect" 0 0.00617703378837482 0
"defi-" 0.00398469875677399 0 0
"defiance" 0.00398469875677399 0 0
"deficiencies" 0.00398469875677399 0 0
"deficient" 0.00398469875677399 0 0
"defies" 0.00398469875677399 0 0
"defile" 0 0.00617703378837482 0
"deform" 0.00398469875677399 0 0
"deformed" 0 0.00617703378837482 0
"defray" 0 0.00617703378837482 0
"degrade" 0.00398469875677399 0 0
"degrees" 0.00398469875677399 0 0
"deity" 0.00398469875677399 0 0
"deli-" 0.00398469875677399 0 0
"delici-" 0.00398469875677399 0 0
"delightfully" 0 0.00617703378837482 0
"delineating" 0 0.00617703378837482 0
"delirium" 0.00398469875677399 0 0
"dells" 0.00398469875677399 0 0
"delusion" 0 0.00617703378837482 0
"delusive" 0.00398469875677399 0 0
"demesnes" 0 0.00617703378837482 0
"demi" 0.00398469875677399 0 0
"demigod" 0 0.00617703378837482 0
"demise" 0 0.00617703378837482 0
"demonstrable" 0 0.00617703378837482 0
"demonstrates" 0.00398469875677399 0 0
"deners" 0.00398469875677399 0 0
"denied" 0.00398469875677399 0 0
"denomination" 0 0.00617703378837482 0
"denotes" 0 0.00617703378837482 0
"densest" 0 0.00617703378837482 0
"dented" 0.00398469875677399 0 0
"dentist" 0.00398469875677399 0 0
"dentrifice" 0.00398469875677399 0 0
"deny" 0.00398469875677399 0 0
"deny^d" 0.00398469875677399 0 0
"depend" 0 0.00617703378837482 0
"dependence" 0 0.00617703378837482 0
"depicted" 0.00398469875677399 0 0
"deplored" 0.00398469875677399 0 0
"deportment" 0.00398469875677399 0 0
"deprive" 0.00398469875677399 0 0
"depth" 0.00398469875677399 0 0
"derbyshire" 0.00398469875677399 0 0
"dercription" 0.00398469875677399 0 0
"derived" 0.00398469875677399 0 0
"derives" 0.00398469875677399 0 0
"dernier" 0 0.00617703378837482 0
"derstand" 0.00398469875677399 0 0
"descending" 0 0.00617703378837482 0
"describe" 0.00398469875677399 0 0
"described" 0.00398469875677399 0 0
"description" 0.00398469875677399 0 0
"descriptive" 0 0.00617703378837482 0
"desert" 0.00398469875677399 0 0
"deserving" 0.00398469875677399 0 0
"deshabill" 0 0.00617703378837482 0
"desi-" 0.00398469875677399 0 0
"design^d" 0.00398469875677399 0 0
"designed" 0 0.00617703378837482 0
"designing" 0 0.00617703378837482 0
"desir^d" 0.00398469875677399 0 0
"desireable" 0.00398469875677399 0 0
"desired" 0.00398469875677399 0 0
"desiring" 0.00398469875677399 0 0
"desription" 0.00398469875677399 0 0
"destroyed" 0 0.00617703378837482 0
"destroyer" 0.00398469875677399 0 0
"destroys" 0.00398469875677399 0 0
"detection" 0.00398469875677399 0 0
"detestable" 0 0.00617703378837482 0
"detriment" 0 0.00617703378837482 0
"deviates" 0.00398469875677399 0 0
"deviation" 0.00398469875677399 0 0
"devil" 0 0.00617703378837482 0
"devoid" 0.00398469875677399 0 0
"devonshire" 0.00398469875677399 0 0
"devoted" 0 0.00617703378837482 0
"devotee" 0.00398469875677399 0 0
"dew" 0.00398469875677399 0 0
"dex-" 0.00398469875677399 0 0
"dexterous" 0 0.00617703378837482 0
"df" 0 0.00617703378837482 0
"dia-" 0.00398469875677399 0 0
"dia^s" 0.00398469875677399 0 0
"dialect" 0.00398469875677399 0 0
"diately" 0.00398469875677399 0 0
"didappoint-" 0.00398469875677399 0 0
"die-away" 0.00398469875677399 0 0
"dieux" 0.00398469875677399 0 0
"differ" 0.00398469875677399 0 0
"diffused" 0 0.00617703378837482 0
"dimensions" 0.00398469875677399 0 0
"diminished" 0 0.00617703378837482 0
"diminitive" 0.00398469875677399 0 0
"diminution" 0 0.00617703378837482 0
"dimmed" 0.00398469875677399 0 0
"dimpled" 0 0.00617703378837482 0
"ding" 0.00398469875677399 0 0
"dinner" 0 0.00617703378837482 0
"diomede" 0.00398469875677399 0 0
"dipping" 0.00398469875677399 0 0
"dire" 0.00398469875677399 0 0
"direc-" 0.00398469875677399 0 0
"dirty" 0 0.00617703378837482 0
"disappointment" 0 0.00617703378837482 0
"disarm" 0.00398469875677399 0 0
"discarded" 0 0.00617703378837482 0
"discern" 0 0.00617703378837482 0
"discloses" 0.00398469875677399 0 0
"discover" 0 0.00617703378837482 0
"discovers" 0 0.00617703378837482 0
"discretion" 0.00398469875677399 0 0
"discriminated" 0 0.00617703378837482 0
"discriminately" 0.00398469875677399 0 0
"disdain" 0.00398469875677399 0 0
"disguise" 0 0.00617703378837482 0
"disguising" 0.00398469875677399 0 0
"disinterested" 0.00398469875677399 0 0
"disinterestedness" 0 0.00617703378837482 0
"dismissed" 0.00398469875677399 0 0
"dismounting" 0.00398469875677399 0 0
"dispenses" 0.00398469875677399 0 0
"display^d" 0.00398469875677399 0 0
"displeas^d" 0.00398469875677399 0 0
"displeased" 0.00398469875677399 0 0
"dispofition" 0.00398469875677399 0 0
"dispolition" 0.00398469875677399 0 0
"disposal" 0 0.00617703378837482 0
"disposed" 0.00398469875677399 0 0
"disregard" 0.00398469875677399 0 0
"dissemble" 0.00398469875677399 0 0
"dissensions" 0 0.00617703378837482 0
"dissimulation" 0.00398469875677399 0 0
"dissolution" 0 0.00617703378837482 0
"dissolves" 0 0.00617703378837482 0
"distance" 0 0.00617703378837482 0
"distended" 0.00398469875677399 0 0
"distinction" 0.00398469875677399 0 0
"distinctions" 0 0.00617703378837482 0
"distinguish" 0 0.00617703378837482 0
"distinguished" 0.00398469875677399 0 0
"distinguishes" 0.00398469875677399 0 0
"distraction" 0 0.00617703378837482 0
"distributed" 0.00398469875677399 0 0
"distribution" 0 0.00617703378837482 0
"disturb" 0 0.00617703378837482 0
"ditious" 0.00398469875677399 0 0
"dive" 0 0.00617703378837482 0
"diversion" 0 0.00617703378837482 0
"diversions" 0 0.00617703378837482 0
"divest" 0 0.00617703378837482 0
"divested" 0 0.00617703378837482 0
"divinely" 0.00398469875677399 0 0
"dling" 0.00398469875677399 0 0
"doating" 0.00398469875677399 0 0
"doatingly" 0 0.00617703378837482 0
"dock" 0 0.00617703378837482 0
"doll" 0 0.00617703378837482 0
"dolt" 0.00398469875677399 0 0
"donnerois" 0.00398469875677399 0 0
"doomed" 0.00398469875677399 0 0
"doors" 0 0.00617703378837482 0
"dormant" 0.00398469875677399 0 0
"dotes" 0.00398469875677399 0 0
"doubled" 0.00398469875677399 0 0
"doubly" 0.00398469875677399 0 0
"doubtless" 0.00398469875677399 0 0
"doux" 0.00398469875677399 0 0
"dove" 0.00398469875677399 0 0
"downing" 0.00398469875677399 0 0
"downy" 0.00398469875677399 0 0
"dr" 0.00398469875677399 0 0
"drags" 0.00398469875677399 0 0
"drapery" 0 0.00617703378837482 0
"draughts" 0.00398469875677399 0 0
"dread" 0.00398469875677399 0 0
"dreadful" 0.00398469875677399 0 0
"dreg" 0.00398469875677399 0 0
"dresser" 0.00398469875677399 0 0
"dresser^s" 0.00398469875677399 0 0
"dressing" 0.00398469875677399 0 0
"driven" 0.00398469875677399 0 0
"drone" 0 0.00617703378837482 0
"droop" 0 0.00617703378837482 0
"drooping" 0.00398469875677399 0 0
"dropped" 0 0.00617703378837482 0
"dropt" 0.00398469875677399 0 0
"drown" 0.00398469875677399 0 0
"drowns" 0.00398469875677399 0 0
"drudges" 0.00398469875677399 0 0
"drury-lane" 0.00398469875677399 0 0
"duces" 0.00398469875677399 0 0
"duck" 0 0.00617703378837482 0
"duct" 0.00398469875677399 0 0
"duet" 0.00398469875677399 0 0
"duets" 0.00398469875677399 0 0
"duke-" 0.00398469875677399 0 0
"dulest" 0.00398469875677399 0 0
"dumb" 0.00398469875677399 0 0
"dye-away" 0.00398469875677399 0 0
"eagerness" 0 0.00617703378837482 0
"eagle-" 0.00398469875677399 0 0
"earn" 0.00398469875677399 0 0
"earnest" 0 0.00617703378837482 0
"earns" 0.00398469875677399 0 0
"ears" 0.00398469875677399 0 0
"east-india" 0 0.00617703378837482 0
"eastern" 0.00398469875677399 0 0
"ebon" 0.00398469875677399 0 0
"ebook" 0.00398469875677399 0 0
"economist" 0 0.00617703378837482 0
"economy" 0 0.00617703378837482 0
"ectacy" 0 0.00617703378837482 0
"eden" 0 0.00617703378837482 0
"edge" 0.00398469875677399 0 0
"edward-street" 0 0.00617703378837482 0
"eery" 0.00398469875677399 0 0
"efface" 0.00398469875677399 0 0
"efficacious" 0 0.00617703378837482 0
"efficacy" 0.00398469875677399 0 0
"efforts" 0.00398469875677399 0 0
"elaborate" 0.00398469875677399 0 0
"elder" 0.00398469875677399 0 0
"elderly" 0 0.00617703378837482 0
"elegancy" 0.00398469875677399 0 0
"elephants" 0.00398469875677399 0 0
"elevated" 0.00398469875677399 0 0
"elevation" 0.00398469875677399 0 0
"eleven" 0 0.00617703378837482 0
"eliza" 0.00398469875677399 0 0
"elli" 0 0.00617703378837482 0
"eloise" 0.00398469875677399 0 0
"eloped" 0.00398469875677399 0 0
"elopes" 0.00398469875677399 0 0
"eloquently" 0.00398469875677399 0 0
"eluding" 0 0.00617703378837482 0
"elysian" 0.00398469875677399 0 0
"em" 0.00398469875677399 0 0
"em-" 0.00398469875677399 0 0
"embarrassed" 0 0.00617703378837482 0
"embarrassments" 0 0.00617703378837482 0
"emblem" 0 0.00617703378837482 0
"embrac^d" 0 0.00617703378837482 0
"emergency" 0 0.00617703378837482 0
"emmey" 0.00398469875677399 0 0
"emoluments" 0 0.00617703378837482 0
"empire" 0 0.00617703378837482 0
"employ" 0 0.00617703378837482 0
"employ^d" 0.00398469875677399 0 0
"employed" 0.00398469875677399 0 0
"employments" 0 0.00617703378837482 0
"emulous" 0 0.00617703378837482 0
"ena-" 0.00398469875677399 0 0
"enables" 0.00398469875677399 0 0
"enamoured" 0 0.00617703378837482 0
"enchant" 0.00398469875677399 0 0
"enchanteurs" 0.00398469875677399 0 0
"encircle" 0.00398469875677399 0 0
"encircled" 0.00398469875677399 0 0
"enclose" 0.00398469875677399 0 0
"enclosed" 0.00398469875677399 0 0
"encloses" 0.00398469875677399 0 0
"encourag-" 0.00398469875677399 0 0
"encouragement" 0.00398469875677399 0 0
"encumbered" 0 0.00617703378837482 0
"endearing" 0.00398469875677399 0 0
"endeavour" 0 0.00617703378837482 0
"endeavouring" 0 0.00617703378837482 0
"ended" 0.00398469875677399 0 0
"endless" 0.00398469875677399 0 0
"endures" 0.00398469875677399 0 0
"enflam^d" 0 0.00617703378837482 0
"enforcing" 0 0.00617703378837482 0
"engagements" 0.00398469875677399 0 0
"engine" 0.00398469875677399 0 0
"englishmen" 0.00398469875677399 0 0
"engrafted" 0.00398469875677399 0 0
"engulph" 0.00398469875677399 0 0
"enjoyer" 0.00398469875677399 0 0
"enlarged" 0.00398469875677399 0 0
"enlightens" 0 0.00617703378837482 0
"enlisted" 0.00398469875677399 0 0
"enlists" 0.00398469875677399 0 0
"enquire" 0 0.00617703378837482 0
"enraged" 0 0.00617703378837482 0
"enriched" 0.00398469875677399 0 0
"ensemble" 0.00398469875677399 0 0
"ensure" 0.00398469875677399 0 0
"entertain" 0.00398469875677399 0 0
"enthusiastic" 0 0.00617703378837482 0
"enticement" 0 0.00617703378837482 0
"entitle" 0.00398469875677399 0 0
"entwine" 0.00398469875677399 0 0
"entwines" 0 0.00617703378837482 0
"envies" 0 0.00617703378837482 0
"envious" 0.00398469875677399 0 0
"epicure" 0.00398469875677399 0 0
"epicures" 0 0.00617703378837482 0
"epicurism" 0.00398469875677399 0 0
"epistolary" 0 0.00617703378837482 0
"epithets" 0.00398469875677399 0 0
"equality" 0 0.00617703378837482 0
"equalled" 0.00398469875677399 0 0
"equipped" 0.00398469875677399 0 0
"eradicate" 0 0.00617703378837482 0
"erases" 0.00398469875677399 0 0
"erful" 0.00398469875677399 0 0
"errant" 0.00398469875677399 0 0
"erspent" 0.00398469875677399 0 0
"ertop" 0.00398469875677399 0 0
"esprits" 0.00398469875677399 0 0
"essence" 0.00398469875677399 0 0
"established" 0.00398469875677399 0 0
"esteemed" 0.00398469875677399 0 0
"estranges" 0 0.00617703378837482 0
"et" 0.00398469875677399 0 0
"etact" 0.00398469875677399 0 0
"events" 0 0.00617703378837482 0
"evil" 0.00398469875677399 0 0
"exalted" 0.00398469875677399 0 0
"examin-" 0.00398469875677399 0 0
"exceed-" 0.00398469875677399 0 0
"exceeded" 0 0.00617703378837482 0
"exceedingly" 0.00398469875677399 0 0
"exceeds" 0 0.00617703378837482 0
"excel-" 0.00398469875677399 0 0
"excell^d" 0 0.00617703378837482 0
"excelled" 0.00398469875677399 0 0
"excellence" 0.00398469875677399 0 0
"excellently" 0 0.00617703378837482 0
"excells" 0.00398469875677399 0 0
"excepted" 0 0.00617703378837482 0
"excessive" 0 0.00617703378837482 0
"excite" 0 0.00617703378837482 0
"excites" 0 0.00617703378837482 0
"exciting" 0 0.00617703378837482 0
"exclaims" 0.00398469875677399 0 0
"exclamation" 0.00398469875677399 0 0
"excursion" 0 0.00617703378837482 0
"excuse" 0.00398469875677399 0 0
"execution" 0.00398469875677399 0 0
"exercise" 0.00398469875677399 0 0
"exert" 0 0.00617703378837482 0
"exerted" 0.00398469875677399 0 0
"exertion" 0 0.00617703378837482 0
"exhibition" 0.00398469875677399 0 0
"exhibits" 0 0.00617703378837482 0
"exhilarates" 0 0.00617703378837482 0
"exhilirated" 0.00398469875677399 0 0
"existence" 0.00398469875677399 0 0
"exorbitant" 0.00398469875677399 0 0
"expanded" 0.00398469875677399 0 0
"expe-" 0.00398469875677399 0 0
"expeas" 0.00398469875677399 0 0
"expecting" 0.00398469875677399 0 0
"expel" 0 0.00617703378837482 0
"expence" 0 0.00617703378837482 0
"experiences" 0 0.00617703378837482 0
"experiencing" 0 0.00617703378837482 0
"experimentally" 0 0.00617703378837482 0
"explicit" 0 0.00617703378837482 0
"expos^d" 0.00398469875677399 0 0
"express" 0.00398469875677399 0 0
"expressions" 0 0.00617703378837482 0
"exta-" 0.00398469875677399 0 0
"extending" 0.00398469875677399 0 0
"extends" 0 0.00617703378837482 0
"extensive" 0 0.00617703378837482 0
"extent" 0.00398469875677399 0 0
"extra-" 0.00398469875677399 0 0
"exuberance" 0 0.00617703378837482 0
"ey^d" 0.00398469875677399 0 0
"eyebrows" 0 0.00617703378837482 0
"fac^d" 0.00398469875677399 0 0
"facilitate" 0.00398469875677399 0 0
"fact" 0.00398469875677399 0 0
"factor" 0.00398469875677399 0 0
"fading" 0.00398469875677399 0 0
"failing" 0.00398469875677399 0 0
"fairness" 0.00398469875677399 0 0
"fait" 0.00398469875677399 0 0
"faithful" 0 0.00617703378837482 0
"fal-" 0.00398469875677399 0 0
"fallen" 0.00398469875677399 0 0
"falling" 0 0.00617703378837482 0
"fame" 0.00398469875677399 0 0
"familiar" 0 0.00617703378837482 0
"fancies" 0 0.00617703378837482 0
"fann" 0.00398469875677399 0 0
"fanned" 0.00398469875677399 0 0
"fans" 0.00398469875677399 0 0
"fantastic" 0.00398469875677399 0 0
"farmer" 0 0.00617703378837482 0
"fascinating" 0 0.00617703378837482 0
"fathom" 0.00398469875677399 0 0
"fathomed" 0 0.00617703378837482 0
"fattest" 0.00398469875677399 0 0
"faultering" 0.00398469875677399 0 0
"fav" 0.00398469875677399 0 0
"favorites" 0 0.00617703378837482 0
"favourable" 0 0.00617703378837482 0
"favoured" 0.00398469875677399 0 0
"favourites" 0.00398469875677399 0 0
"fchool" 0.00398469875677399 0 0
"fea-" 0.00398469875677399 0 0
"fearless" 0.00398469875677399 0 0
"fears" 0.00398469875677399 0 0
"feasts" 0.00398469875677399 0 0
"fed" 0.00398469875677399 0 0
"feedeth" 0.00398469875677399 0 0
"feeds" 0.00398469875677399 0 0
"felicity" 0 0.00617703378837482 0
"fell" 0.00398469875677399 0 0
"fellows" 0 0.00617703378837482 0
"females" 0.00398469875677399 0 0
"fence" 0.00398469875677399 0 0
"fer^d" 0.00398469875677399 0 0
"fertile" 0.00398469875677399 0 0
"fervor" 0 0.00617703378837482 0
"fervour" 0 0.00617703378837482 0
"fetter" 0.00398469875677399 0 0
"fetter^d" 0.00398469875677399 0 0
"ficiently" 0.00398469875677399 0 0
"fiddle-stick" 0.00398469875677399 0 0
"fied" 0.00398469875677399 0 0
"fielding" 0.00398469875677399 0 0
"fiend" 0.00398469875677399 0 0
"fiercest" 0.00398469875677399 0 0
"fifteenth" 0.00398469875677399 0 0
"figured" 0.00398469875677399 0 0
"fill^d" 0.00398469875677399 0 0
"filly" 0 0.00617703378837482 0
"fin-" 0.00398469875677399 0 0
"finances" 0 0.00617703378837482 0
"find-" 0.00398469875677399 0 0
"finer" 0 0.00617703378837482 0
"fings" 0.00398469875677399 0 0
"finical" 0.00398469875677399 0 0
"finishes" 0.00398469875677399 0 0
"finishing" 0 0.00617703378837482 0
"fired" 0.00398469875677399 0 0
"firma" 0.00398469875677399 0 0
"firmly" 0 0.00617703378837482 0
"fixed" 0.00398469875677399 0 0
"fixing" 0 0.00617703378837482 0
"flabby" 0.00398469875677399 0 0
"flamed" 0.00398469875677399 0 0
"flash-man" 0 0.00617703378837482 0
"flat" 0.00398469875677399 0 0
"flats" 0.00398469875677399 0 0
"flatter" 0.00398469875677399 0 0
"flattery" 0.00398469875677399 0 0
"flattish" 0 0.00617703378837482 0
"fleece" 0 0.00617703378837482 0
"fleet-street" 0.00398469875677399 0 0
"fleeting" 0.00398469875677399 0 0
"flesh" 0.00398469875677399 0 0
"fleurs" 0.00398469875677399 0 0
"flexibility" 0.00398469875677399 0 0
"flies" 0 0.00617703378837482 0
"flighty" 0 0.00617703378837482 0
"floats" 0.00398469875677399 0 0
"flogged" 0 0.00617703378837482 0
"floodgates" 0.00398469875677399 0 0
"floors" 0 0.00617703378837482 0
"fluctuating" 0 0.00617703378837482 0
"fludger-street" 0 0.00617703378837482 0
"fluence" 0.00398469875677399 0 0
"flush^d" 0.00398469875677399 0 0
"flutter" 0.00398469875677399 0 0
"fluttered" 0.00398469875677399 0 0
"fluttering" 0.00398469875677399 0 0
"fo" 0.00398469875677399 0 0
"fo-" 0.00398469875677399 0 0
"foecundity" 0.00398469875677399 0 0
"foiled" 0 0.00617703378837482 0
"folding" 0.00398469875677399 0 0
"following" 0 0.00617703378837482 0
"follows" 0.00398469875677399 0 0
"folly" 0.00398469875677399 0 0
"fondly" 0.00398469875677399 0 0
"fool-stones" 0.00398469875677399 0 0
"fools" 0.00398469875677399 0 0
"footing" 0 0.00617703378837482 0
"foplings" 0 0.00617703378837482 0
"forbidding" 0.00398469875677399 0 0
"forc^d" 0.00398469875677399 0 0
"forehead" 0 0.00617703378837482 0
"foreigner" 0 0.00617703378837482 0
"foretell" 0.00398469875677399 0 0
"forfeit" 0.00398469875677399 0 0
"formal" 0.00398469875677399 0 0
"formely" 0.00398469875677399 0 0
"formidable" 0.00398469875677399 0 0
"forms" 0.00398469875677399 0 0
"forsake" 0 0.00617703378837482 0
"forsaken" 0 0.00617703378837482 0
"forsook" 0 0.00617703378837482 0
"fortable" 0.00398469875677399 0 0
"forte" 0.00398469875677399 0 0
"fortifications" 0 0.00617703378837482 0
"fortified" 0.00398469875677399 0 0
"fortifyed" 0.00398469875677399 0 0
"fortitude" 0.00398469875677399 0 0
"fortress" 0 0.00617703378837482 0
"fortune^s" 0.00398469875677399 0 0
"forwarded" 0 0.00617703378837482 0
"foul" 0.00398469875677399 0 0
"founded" 0.00398469875677399 0 0
"founder^d" 0.00398469875677399 0 0
"founds" 0.00398469875677399 0 0
"fount" 0.00398469875677399 0 0
"fountaine" 0.00398469875677399 0 0
"fours" 0 0.00617703378837482 0
"fourth" 0.00398469875677399 0 0
"fra" 0 0.00617703378837482 0
"frailty" 0.00398469875677399 0 0
"framing" 0.00398469875677399 0 0
"france" 0 0.00617703378837482 0
"frankly" 0 0.00617703378837482 0
"freaks" 0.00398469875677399 0 0
"free-" 0.00398469875677399 0 0
"free-born" 0.00398469875677399 0 0
"free-hearted" 0 0.00617703378837482 0
"frenchman" 0.00398469875677399 0 0
"frequency" 0.00398469875677399 0 0
"frequented" 0.00398469875677399 0 0
"frequenting" 0.00398469875677399 0 0
"fresher" 0.00398469875677399 0 0
"fretful" 0 0.00617703378837482 0
"frey" 0 0.00617703378837482 0
"fri-" 0.00398469875677399 0 0
"fringes" 0.00398469875677399 0 0
"frisky" 0.00398469875677399 0 0
"frizeur" 0.00398469875677399 0 0
"frocks" 0 0.00617703378837482 0
"frolic" 0.00398469875677399 0 0
"frolick" 0.00398469875677399 0 0
"frontier" 0 0.00617703378837482 0
"frothy" 0.00398469875677399 0 0
"froward" 0 0.00617703378837482 0
"frown" 0.00398469875677399 0 0
"frowns" 0.00398469875677399 0 0
"fruit" 0.00398469875677399 0 0
"fruitful" 0 0.00617703378837482 0
"fryars" 0.00398469875677399 0 0
"fugitive" 0.00398469875677399 0 0
"fullness" 0.00398469875677399 0 0
"fur" 0.00398469875677399 0 0
"furnish^d" 0.00398469875677399 0 0
"fuses" 0.00398469875677399 0 0
"fusing" 0.00398469875677399 0 0
"fweets" 0.00398469875677399 0 0
"gaging" 0.00398469875677399 0 0
"gaiety" 0 0.00617703378837482 0
"gained" 0 0.00617703378837482 0
"gainful" 0.00398469875677399 0 0
"gale" 0.00398469875677399 0 0
"gallantry" 0.00398469875677399 0 0
"gamesters" 0 0.00617703378837482 0
"gangway" 0.00398469875677399 0 0
"gant" 0.00398469875677399 0 0
"gaping" 0.00398469875677399 0 0
"gar-" 0.00398469875677399 0 0
"garb" 0.00398469875677399 0 0
"garity" 0.00398469875677399 0 0
"garraway^s" 0.00398469875677399 0 0
"gasping" 0.00398469875677399 0 0
"gaudy" 0.00398469875677399 0 0
"gaulky" 0.00398469875677399 0 0
"gaws" 0.00398469875677399 0 0
"gazes" 0.00398469875677399 0 0
"generality" 0.00398469875677399 0 0
"generously" 0 0.00617703378837482 0
"genius" 0 0.00617703378837482 0
"gentleman^s" 0 0.00617703378837482 0
"gentlemanlike" 0 0.00617703378837482 0
"gentleness" 0 0.00617703378837482 0
"germany" 0.00398469875677399 0 0
"gers" 0.00398469875677399 0 0
"ges" 0.00398469875677399 0 0
"gew-" 0.00398469875677399 0 0
"ghan" 0 0.00617703378837482 0
"ghastly" 0.00398469875677399 0 0
"giant" 0.00398469875677399 0 0
"gild" 0.00398469875677399 0 0
"gin" 0.00398469875677399 0 0
"gination" 0.00398469875677399 0 0
"girl^s" 0.00398469875677399 0 0
"gl" 0.00398469875677399 0 0
"glads" 0.00398469875677399 0 0
"glanville-" 0.00398469875677399 0 0
"glide" 0.00398469875677399 0 0
"glittering" 0 0.00617703378837482 0
"globes" 0.00398469875677399 0 0
"gloomy" 0.00398469875677399 0 0
"glory" 0.00398469875677399 0 0
"glut-" 0.00398469875677399 0 0
"glutton" 0.00398469875677399 0 0
"goal" 0.00398469875677399 0 0
"goldfinches" 0 0.00617703378837482 0
"good-" 0.00398469875677399 0 0
"good-humour" 0 0.00617703378837482 0
"goodge" 0.00398469875677399 0 0
"goods" 0 0.00617703378837482 0
"goose-berry" 0.00398469875677399 0 0
"gospel" 0.00398469875677399 0 0
"gown" 0.00398469875677399 0 0
"grahamatic" 0.00398469875677399 0 0
"grass" 0 0.00617703378837482 0
"grateful" 0 0.00617703378837482 0
"gratified" 0 0.00617703378837482 0
"gratify^d" 0.00398469875677399 0 0
"gratis" 0 0.00617703378837482 0
"gratitude" 0.00398469875677399 0 0
"gray" 0 0.00617703378837482 0
"gray^s-inn-lane" 0.00398469875677399 0 0
"gree" 0.00398469875677399 0 0
"greek" 0.00398469875677399 0 0
"green-street" 0 0.00617703378837482 0
"greenest" 0 0.00617703378837482 0
"gregory" 0.00398469875677399 0 0
"grief" 0 0.00617703378837482 0
"grisly" 0.00398469875677399 0 0
"grocer^s" 0.00398469875677399 0 0
"gronmos" 0 0.00617703378837482 0
"gross" 0.00398469875677399 0 0
"grotto" 0.00398469875677399 0 0
"growing" 0.00398469875677399 0 0
"growth" 0.00398469875677399 0 0
"grudge" 0.00398469875677399 0 0
"guard" 0 0.00617703378837482 0
"gui-" 0.00398469875677399 0 0
"guided" 0.00398469875677399 0 0
"guido^s" 0.00398469875677399 0 0
"guiling" 0.00398469875677399 0 0
"guilty" 0 0.00617703378837482 0
"guittar" 0.00398469875677399 0 0
"ha" 0 0.00617703378837482 0
"habits" 0 0.00617703378837482 0
"hack^d" 0.00398469875677399 0 0
"hackney" 0.00398469875677399 0 0
"hackney-coach-" 0.00398469875677399 0 0
"hackneyed" 0.00398469875677399 0 0
"hair-" 0.00398469875677399 0 0
"hair-dresser" 0 0.00617703378837482 0
"hair-dressers" 0.00398469875677399 0 0
"hair^d" 0.00398469875677399 0 0
"halt" 0.00398469875677399 0 0
"hampshire" 0.00398469875677399 0 0
"hance" 0.00398469875677399 0 0
"hand-" 0.00398469875677399 0 0
"hand^s" 0 0.00617703378837482 0
"handled" 0.00398469875677399 0 0
"handling" 0 0.00617703378837482 0
"handmaid" 0 0.00617703378837482 0
"handy" 0 0.00617703378837482 0
"hang" 0 0.00617703378837482 0
"hanger" 0.00398469875677399 0 0
"hanover-square" 0 0.00617703378837482 0
"hanover-street" 0 0.00617703378837482 0
"haply" 0.00398469875677399 0 0
"happen" 0.00398469875677399 0 0
"happen^d" 0.00398469875677399 0 0
"haps" 0.00398469875677399 0 0
"har-" 0.00398469875677399 0 0
"hare-hound" 0.00398469875677399 0 0
